Epoch	Training Loss	Training Accuracy
1	0.5663334131240845	0.6840277910232544
2	0.5822620987892151	0.6569444537162781
3	0.5678233504295349	0.6812499761581421
4	0.5698777437210083	0.675694465637207
5	0.5559110641479492	0.6909722089767456
6	0.5473918318748474	0.7013888955116272
7	0.5522384643554688	0.6805555820465088
8	0.5120210647583008	0.6895833611488342
9	0.5121216773986816	0.6979166865348816
10	0.5091842412948608	0.6881944537162781
11	0.5012279748916626	0.6895833611488342
12	0.4926236867904663	0.6861110925674438
13	0.4780930280685425	0.7090277671813965
14	0.5109547972679138	0.6881944537162781
15	0.4640781283378601	0.7104166746139526
16	0.498933881521225	0.6833333373069763
17	0.47377607226371765	0.6965277791023254
18	0.46712902188301086	0.706944465637207
19	0.4758799970149994	0.6937500238418579
20	0.47103893756866455	0.6972222328186035
21	0.4609566032886505	0.6944444179534912
22	0.4774324297904968	0.6847222447395325
23	0.4979284405708313	0.6798611283302307
24	0.46802470088005066	0.6902777552604675
25	0.47185564041137695	0.6972222328186035
26	0.454873263835907	0.7027778029441833
27	0.46592026948928833	0.6944444179534912
28	0.4435153007507324	0.7291666865348816
29	0.45293670892715454	0.6958333253860474
30	0.459648460149765	0.7020833492279053
31	0.4608321189880371	0.6895833611488342
32	0.4778866767883301	0.7006944417953491
33	0.4317992627620697	0.7124999761581421
34	0.45628294348716736	0.6937500238418579
35	0.43892228603363037	0.7090277671813965
36	0.4384717643260956	0.7152777910232544
37	0.460422545671463	0.699305534362793
38	0.45406651496887207	0.6902777552604675
39	0.46755683422088623	0.6923611164093018
40	0.4490734040737152	0.6826388835906982
41	0.44898226857185364	0.7145833373069763
42	0.4556475281715393	0.7006944417953491
43	0.43327027559280396	0.7131944298744202
44	0.4381222724914551	0.7145833373069763
45	0.43874090909957886	0.7027778029441833
46	0.4475403130054474	0.6958333253860474
47	0.4535798728466034	0.706250011920929
48	0.43705469369888306	0.699305534362793
49	0.4515310525894165	0.7055555582046509
50	0.4242795705795288	0.706944465637207
51	0.4440758228302002	0.6972222328186035
52	0.4313082695007324	0.706944465637207
53	0.4509902596473694	0.6937500238418579
54	0.42625388503074646	0.7201389074325562
55	0.4397454857826233	0.7138888835906982
56	0.40945976972579956	0.7229166626930237
57	0.447745144367218	0.699305534362793
58	0.4442354440689087	0.6979166865348816
59	0.41735419631004333	0.7152777910232544
60	0.44904646277427673	0.7090277671813965
61	0.4220363199710846	0.7076388597488403
62	0.4275423288345337	0.7166666388511658
63	0.42407116293907166	0.7076388597488403
64	0.42503106594085693	0.71875
65	0.44062092900276184	0.6986111402511597
66	0.4346368610858917	0.7027778029441833
67	0.42987942695617676	0.7166666388511658
68	0.42583167552948	0.6944444179534912
69	0.4268663227558136	0.6923611164093018
70	0.4336177706718445	0.7104166746139526
71	0.4281783998012543	0.7201389074325562
72	0.4220224916934967	0.7173610925674438
73	0.41228386759757996	0.7152777910232544
74	0.4231238067150116	0.7104166746139526
75	0.4033745527267456	0.7284722328186035
76	0.4186079800128937	0.7229166626930237
77	0.43407076597213745	0.7027778029441833
78	0.41595178842544556	0.7180555462837219
79	0.42760226130485535	0.7131944298744202
80	0.40494266152381897	0.7340278029441833
81	0.4057200253009796	0.7298611402511597
82	0.41245758533477783	0.7333333492279053
83	0.40229228138923645	0.7208333611488342
84	0.4077988564968109	0.7368055582046509
85	0.41768497228622437	0.7222222089767456
86	0.4219081401824951	0.7194444537162781
87	0.4063541889190674	0.7340278029441833
88	0.41192206740379333	0.7263888716697693
89	0.4258277118206024	0.71875
90	0.39737120270729065	0.7215277552604675
91	0.4156655967235565	0.7083333134651184
92	0.40346506237983704	0.7298611402511597
93	0.40638113021850586	0.730555534362793
94	0.408178448677063	0.7277777791023254
95	0.42051267623901367	0.7326388955116272
96	0.43880051374435425	0.7124999761581421
97	0.40214094519615173	0.7291666865348816
98	0.4024222493171692	0.7277777791023254
99	0.41603347659111023	0.706944465637207
100	0.40748724341392517	0.7243055701255798
