Epoch	Training Loss	Training Accuracy
1	0.26368218660354614	0.8777777552604675
2	0.29500237107276917	0.8500000238418579
3	0.27372822165489197	0.8680555820465088
4	0.25186094641685486	0.8854166865348816
5	0.27038124203681946	0.8763889074325562
6	0.26724883913993835	0.8694444298744202
7	0.28634387254714966	0.8652777671813965
8	0.2703779935836792	0.8819444179534912
9	0.2652653455734253	0.8819444179534912
10	0.2707960903644562	0.8798611164093018
11	0.2640305161476135	0.8715277910232544
12	0.2306937724351883	0.886805534362793
13	0.2477697730064392	0.8729166388511658
14	0.28129541873931885	0.8604166507720947
15	0.27118900418281555	0.8722222447395325
16	0.24220426380634308	0.8923611044883728
17	0.24942342936992645	0.8805555701255798
18	0.2504957914352417	0.8833333253860474
19	0.26897966861724854	0.8666666746139526
20	0.23271968960762024	0.8930555582046509
21	0.24181196093559265	0.8819444179534912
22	0.23053523898124695	0.8708333373069763
23	0.2561036944389343	0.8798611164093018
24	0.24082399904727936	0.8722222447395325
25	0.23228465020656586	0.8736110925674438
26	0.20758840441703796	0.8916666507720947
27	0.213559091091156	0.886805534362793
28	0.23928281664848328	0.8798611164093018
29	0.2203693985939026	0.8798611164093018
30	0.18963052332401276	0.8958333134651184
31	0.2367340475320816	0.8833333253860474
32	0.24649646878242493	0.8673611283302307
33	0.2328876256942749	0.8687499761581421
34	0.21594661474227905	0.8881944417953491
35	0.20845121145248413	0.8881944417953491
36	0.22788438200950623	0.8930555582046509
37	0.22453492879867554	0.8847222328186035
38	0.1918369084596634	0.8986111283302307
39	0.2125798761844635	0.8840277791023254
40	0.18341289460659027	0.9034722447395325
41	0.1840931624174118	0.8916666507720947
42	0.23404769599437714	0.8680555820465088
43	0.20442767441272736	0.8881944417953491
44	0.16753989458084106	0.9090277552604675
45	0.19863082468509674	0.8951388597488403
46	0.1977406144142151	0.894444465637207
47	0.20793446898460388	0.8854166865348816
48	0.18309718370437622	0.9048610925674438
49	0.18536315858364105	0.9048610925674438
50	0.18279393017292023	0.8999999761581421
51	0.2031409740447998	0.8993055820465088
52	0.18868033587932587	0.8951388597488403
53	0.21338780224323273	0.8930555582046509
54	0.18020524084568024	0.9125000238418579
55	0.19479279220104218	0.918749988079071
56	0.19503933191299438	0.9034722447395325
57	0.15719152987003326	0.9326388835906982
58	0.18649251759052277	0.9118055701255798
59	0.177962988615036	0.925694465637207
60	0.20251789689064026	0.9104166626930237
61	0.18128250539302826	0.9208333492279053
62	0.1574358344078064	0.918749988079071
63	0.16125129163265228	0.9229166507720947
64	0.18021081387996674	0.9208333492279053
65	0.1416403204202652	0.9215278029441833
66	0.1501319855451584	0.9305555820465088
67	0.13562831282615662	0.9451388716697693
68	0.16011857986450195	0.9319444298744202
69	0.1656285673379898	0.9340277910232544
70	0.1580190658569336	0.9381944537162781
71	0.14984704554080963	0.9402777552604675
72	0.1573004573583603	0.9361110925674438
73	0.15589670836925507	0.9291666746139526
74	0.14020022749900818	0.9437500238418579
75	0.16136468946933746	0.9298611283302307
76	0.16319867968559265	0.9277777671813965
77	0.1541667878627777	0.9284722208976746
78	0.14139088988304138	0.9409722089767456
79	0.12809862196445465	0.9458333253860474
80	0.138066828250885	0.9333333373069763
81	0.1343717724084854	0.9527778029441833
82	0.13352836668491364	0.9437500238418579
83	0.14143703877925873	0.9333333373069763
84	0.15894517302513123	0.9298611283302307
85	0.14229415357112885	0.9430555701255798
86	0.14412139356136322	0.9381944537162781
87	0.15005579590797424	0.9326388835906982
88	0.13563553988933563	0.9451388716697693
89	0.15364187955856323	0.925000011920929
90	0.14995691180229187	0.9347222447395325
91	0.14338263869285583	0.9388889074325562
92	0.12002219259738922	0.9548611044883728
93	0.12031816691160202	0.9430555701255798
94	0.1304403692483902	0.9472222328186035
95	0.13152354955673218	0.9423611164093018
96	0.1325087547302246	0.9458333253860474
97	0.13883629441261292	0.9465277791023254
98	0.15728287398815155	0.925694465637207
99	0.14989686012268066	0.9388889074325562
100	0.11724953353404999	0.9479166865348816
