Epoch	Training Loss	Training Accuracy
1	0.19447222352027893	0.9229166507720947
2	0.1520075649023056	0.9409722089767456
3	0.2236376255750656	0.9125000238418579
4	0.1600714772939682	0.9375
5	0.19661380350589752	0.9159722328186035
6	0.18364264070987701	0.9243055582046509
7	0.16734325885772705	0.9354166388511658
8	0.16139666736125946	0.9402777552604675
9	0.1503487527370453	0.9395833611488342
10	0.1937105655670166	0.9305555820465088
11	0.21848011016845703	0.918749988079071
12	0.2608885169029236	0.8999999761581421
13	0.16313348710536957	0.9430555701255798
14	0.15410339832305908	0.9416666626930237
15	0.2464609295129776	0.9138888716697693
16	0.21601159870624542	0.9090277552604675
17	0.2050703912973404	0.918055534362793
18	0.172551691532135	0.9347222447395325
19	0.1772337555885315	0.9340277910232544
20	0.15487661957740784	0.9423611164093018
21	0.1591411978006363	0.9395833611488342
22	0.11347747594118118	0.956944465637207
23	0.11801290512084961	0.956944465637207
24	0.12459592521190643	0.9513888955116272
25	0.12961523234844208	0.9548611044883728
26	0.1163124367594719	0.956250011920929
27	0.1407177597284317	0.9444444179534912
28	0.11121588945388794	0.956250011920929
29	0.14782440662384033	0.9409722089767456
30	0.13174781203269958	0.9548611044883728
31	0.1255776584148407	0.9486111402511597
32	0.17557163536548615	0.9361110925674438
33	0.14534850418567657	0.9513888955116272
34	0.16078943014144897	0.9361110925674438
35	0.11561281234025955	0.9576388597488403
36	0.19883942604064941	0.9222221970558167
37	0.1198551282286644	0.956250011920929
38	0.13939769566059113	0.9416666626930237
39	0.15035033226013184	0.9416666626930237
40	0.12331703305244446	0.9604166746139526
41	0.11035610735416412	0.9576388597488403
42	0.1167273297905922	0.9513888955116272
43	0.12678419053554535	0.9548611044883728
44	0.10240865498781204	0.9548611044883728
45	0.09122690558433533	0.9624999761581421
46	0.12096376717090607	0.9541666507720947
47	0.07274164259433746	0.9715277552604675
48	0.12492066621780396	0.956250011920929
49	0.08568229526281357	0.96875
50	0.08353516459465027	0.9701389074325562
51	0.11707910150289536	0.956250011920929
52	0.09919468313455582	0.96875
53	0.10334276407957077	0.9631944298744202
54	0.11395863443613052	0.9611111283302307
55	0.11015672981739044	0.9520833492279053
56	0.11429620534181595	0.9631944298744202
57	0.09645748138427734	0.9673610925674438
58	0.08973230421543121	0.9715277552604675
59	0.168270543217659	0.9298611283302307
60	0.11686082184314728	0.9611111283302307
61	0.08400419354438782	0.9659722447395325
62	0.0952066108584404	0.9604166746139526
63	0.0926445722579956	0.9708333611488342
64	0.1776726245880127	0.9368055462837219
65	0.5436694025993347	0.800000011920929
66	0.31319087743759155	0.8784722089767456
67	0.3218015432357788	0.8708333373069763
68	0.3096849322319031	0.8965277671813965
69	0.18839837610721588	0.9347222447395325
70	0.12065295875072479	0.9513888955116272
71	0.13684406876564026	0.9451388716697693
72	0.10441256314516068	0.9638888835906982
73	0.22333501279354095	0.925694465637207
74	0.47806811332702637	0.7972221970558167
75	0.31866422295570374	0.8916666507720947
76	0.2708326578140259	0.8958333134651184
77	0.1923900991678238	0.9229166507720947
78	0.10741566866636276	0.9583333134651184
79	0.14399078488349915	0.9430555701255798
80	0.12475653737783432	0.9590277671813965
81	0.120108962059021	0.9597222208976746
82	0.08114124089479446	0.9722222089767456
83	0.09890596568584442	0.9673610925674438
84	0.0857042446732521	0.9680555462837219
85	0.06367160379886627	0.9777777791023254
86	0.07136689126491547	0.9763888716697693
87	0.04698212444782257	0.9819444417953491
88	0.08011991530656815	0.96875
89	0.08975357562303543	0.9729166626930237
90	0.11001554131507874	0.96875
91	0.4467053711414337	0.8048611283302307
92	0.5254740118980408	0.7472222447395325
93	0.40773120522499084	0.8173611164093018
94	0.3177095055580139	0.8791666626930237
95	0.2343253195285797	0.90625
96	0.2012537270784378	0.9208333492279053
97	0.1099114939570427	0.9548611044883728
98	0.19982954859733582	0.9326388835906982
99	0.12375329434871674	0.9541666507720947
100	0.10312257707118988	0.9631944298744202
