Epoch	Training Loss	Training Accuracy
1	0.35511115193367004	0.8062499761581421
2	0.36168819665908813	0.7979166507720947
3	0.3702910244464874	0.7944444417953491
4	0.354335755109787	0.800000011920929
5	0.33964991569519043	0.7895833253860474
6	0.34922996163368225	0.7958333492279053
7	0.3594784736633301	0.800694465637207
8	0.35065391659736633	0.8222222328186035
9	0.33409446477890015	0.8076388835906982
10	0.3527035117149353	0.8145833611488342
11	0.3654842674732208	0.8041666746139526
12	0.3317699134349823	0.8069444298744202
13	0.31420600414276123	0.8048611283302307
14	0.3513089418411255	0.7993055582046509
15	0.32374319434165955	0.7965278029441833
16	0.28042423725128174	0.8291666507720947
17	0.32074815034866333	0.8166666626930237
18	0.32985013723373413	0.8159722089767456
19	0.3094560205936432	0.8076388835906982
20	0.3006770610809326	0.8236111402511597
21	0.2974643409252167	0.8215277791023254
22	0.2823655307292938	0.824305534362793
23	0.3115280866622925	0.8055555820465088
24	0.3055884838104248	0.855555534362793
25	0.30385974049568176	0.8673611283302307
26	0.316103458404541	0.8680555820465088
27	0.2860124707221985	0.8590278029441833
28	0.2748158276081085	0.863194465637207
29	0.28493836522102356	0.8534722328186035
30	0.2839614450931549	0.8479166626930237
31	0.2855898439884186	0.8527777791023254
32	0.2979948818683624	0.8527777791023254
33	0.2866349518299103	0.8722222447395325
34	0.2881390452384949	0.8680555820465088
35	0.27120769023895264	0.862500011920929
36	0.2603744864463806	0.8645833134651184
37	0.2669432461261749	0.8770833611488342
38	0.27046483755111694	0.8763889074325562
39	0.245858296751976	0.887499988079071
40	0.2649781107902527	0.875
41	0.25384920835494995	0.8756944537162781
42	0.2480594366788864	0.8847222328186035
43	0.26600968837738037	0.8743055462837219
44	0.2655697166919708	0.8715277910232544
45	0.24864061176776886	0.8826388716697693
46	0.25403130054473877	0.8861111402511597
47	0.2411266565322876	0.8715277910232544
48	0.2369617223739624	0.8902778029441833
49	0.2258370965719223	0.8861111402511597
50	0.28009888529777527	0.8645833134651184
51	0.3050498068332672	0.8479166626930237
52	0.22661037743091583	0.8826388716697693
53	0.24154917895793915	0.8826388716697693
54	0.2384463995695114	0.887499988079071
55	0.24876734614372253	0.8840277791023254
56	0.22639243304729462	0.8916666507720947
57	0.23447757959365845	0.8791666626930237
58	0.20961029827594757	0.9041666388511658
59	0.22243845462799072	0.8888888955116272
60	0.22959589958190918	0.8909721970558167
61	0.23803918063640594	0.893750011920929
62	0.23220443725585938	0.8923611044883728
63	0.23158319294452667	0.8951388597488403
64	0.22739998996257782	0.8993055820465088
65	0.20975138247013092	0.9020833373069763
66	0.22274594008922577	0.8930555582046509
67	0.22271348536014557	0.8979166746139526
68	0.20389527082443237	0.8930555582046509
69	0.21938234567642212	0.8916666507720947
70	0.23218557238578796	0.8888888955116272
71	0.20647896826267242	0.8972222208976746
72	0.18821600079536438	0.9111111164093018
73	0.2173500508069992	0.9020833373069763
74	0.21498528122901917	0.8930555582046509
75	0.2558360993862152	0.8756944537162781
76	0.2080073058605194	0.9006944298744202
77	0.19467921555042267	0.9013888835906982
78	0.23419064283370972	0.8958333134651184
79	0.2130657136440277	0.8958333134651184
80	0.20337961614131927	0.8972222208976746
81	0.20333358645439148	0.9097222089767456
82	0.23168015480041504	0.8833333253860474
83	0.19976669549942017	0.9034722447395325
84	0.18652382493019104	0.9131944179534912
85	0.20992112159729004	0.9069444537162781
86	0.2071540206670761	0.9111111164093018
87	0.20448113977909088	0.8972222208976746
88	0.20396894216537476	0.9034722447395325
89	0.19836339354515076	0.90625
90	0.21871861815452576	0.8986111283302307
91	0.20826631784439087	0.9013888835906982
92	0.19823017716407776	0.9013888835906982
93	0.210773766040802	0.9006944298744202
94	0.21002337336540222	0.9020833373069763
95	0.20385023951530457	0.9118055701255798
96	0.17762449383735657	0.9166666865348816
97	0.21639087796211243	0.8979166746139526
98	0.17957757413387299	0.9125000238418579
99	0.198795884847641	0.9006944298744202
100	0.21307168900966644	0.8993055820465088
